Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016.0,3.5,103000.0,83000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2013.0,5.7,340000.0,40000.0
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018.0,5.3,152000.0,124000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018.0,2.4,135000.0,58000.0
Rare,Dammam,Rare,Automatic,Saudi,Semi Full,2011.0,4.6,300000.0,27000.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2015.0,5.7,153281.0,171500.0
Rare,Dammam,Chevrolet,Automatic,Other,Full,2016.0,3.5,154000.0,85000.0
Rare,Al-Ahsa,Rare,Automatic,Other,Semi Full,2015.0,3.6,109000.0,70000.0
Rare,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2018.0,5.3,58000.0,170000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018.0,5.3,133634.0,146500.0
Rare,Riyadh,Kia,Automatic,Other,Standard,2016.0,2.0,55000.0,68000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Full,2011.0,2.1,218000.0,40000.0
Expedition,Jazan,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,108000.0,60000.0
Sonata,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2020.0,2.5,46000.0,85000.0
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017.0,5.3,73000.0,142000.0
Rare,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016.0,2.4,87000.0,65000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018.0,2.7,105558.0,76500.0
Hilux,Khobar,Toyota,Manual,Gulf Arabic,Full,2016.0,2.7,106000.0,73000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2018.0,3.8,52329.0,93500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2019.0,2.4,5400.0,78000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Standard,2020.0,1.5,60000.0,28000.0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,135000.0,27500.0
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020.0,2.7,28000.0,110000.0
Rare,Jeddah,Hyundai,Automatic,Other,Semi Full,2016.0,2.4,119800.0,57000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2017.0,3.0,70000.0,175000.0
Rare,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018.0,2.5,48000.0,68000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,2.0,116000.0,48000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Full,2015.0,3.2,125000.0,130000.0
Rare,Makkah,Jeep,Automatic,Saudi,Full,2014.0,3.6,88000.0,89000.0
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015.0,4.6,248000.0,135000.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014.0,2.0,139000.0,90000.0
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2013.0,2.7,286000.0,38000.0
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2018.0,2.7,27000.0,88000.0
Rare,Dammam,Ford,Automatic,Saudi,Semi Full,2014.0,3.5,180000.0,49000.0
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.7,85218.0,64000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016.0,1.4,98000.0,26000.0
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018.0,1.5,39000.0,72000.0
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013.0,5.7,198000.0,39000.0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,92000.0,36000.0
Rare,Riyadh,Toyota,Manual,Saudi,Semi Full,2013.0,4.0,105154.0,85000.0
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2014.0,1.6,155000.0,21000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2013.0,1.8,350000.0,50000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2015.0,3.5,249000.0,76000.0
Rare,Jeddah,Mazda,Automatic,Saudi,Full,2019.0,2.5,33501.0,127000.0
Rare,Riyadh,Kia,Automatic,Saudi,Full,2016.0,3.3,116000.0,53000.0
Rare,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2013.0,3.5,190000.0,85000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013.0,2.4,215000.0,28000.0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018.0,3.5,73000.0,77000.0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017.0,2.5,173000.0,68000.0
Rare,Abha,Jeep,Automatic,Saudi,Standard,2014.0,5.7,233000.0,50000.0
Rare,Jazan,Lexus,Automatic,Saudi,Full,2017.0,3.5,69000.0,150000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020.0,2.7,11571.0,116500.0
Rare,Dammam,Rare,Automatic,Other,Semi Full,2015.0,3.6,109000.0,74000.0
Rare,Jeddah,Ford,Automatic,Saudi,Standard,2019.0,1.5,26315.0,27499.0
Rare,Al-Medina,Rare,Automatic,Other,Full,2010.0,6.2,194000.0,37000.0
Rare,Riyadh,BMW,Automatic,Saudi,Semi Full,2015.0,2.0,88335.0,126500.0
Rare,Dammam,Ford,Automatic,Other,Full,2019.0,2.3,41000.0,123000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,197000.0,92000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,195000.0,31000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2017.0,2.4,139000.0,69000.0
Rare,Jeddah,Honda,Automatic,Gulf Arabic,Full,2010.0,2.7,105000.0,35000.0
Rare,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,3.5,120000.0,66500.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016.0,5.7,48000.0,150000.0
Rare,Dammam,Honda,Automatic,Saudi,Full,2015.0,3.5,143000.0,74000.0
Rare,Dammam,Lexus,Automatic,Saudi,Full,2008.0,4.6,299000.0,38000.0
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019.0,1.5,92000.0,28500.0
Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016.0,3.5,192000.0,65000.0
Rare,Dammam,Ford,Automatic,Other,Full,2016.0,3.6,151000.0,106000.0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016.0,5.7,216000.0,151000.0
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018.0,1.5,106000.0,24500.0
Rare,Jubail,Toyota,Automatic,Saudi,Semi Full,2014.0,4.0,237000.0,85000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,61000.0,34000.0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020.0,1.6,109885.0,57000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2016.0,2.7,331000.0,62000.0
Rare,Riyadh,Hyundai,Automatic,Other,Semi Full,2016.0,2.0,105000.0,76000.0
Tahoe,Riyadh,Chevrolet,Automatic,Other,Semi Full,2017.0,6.2,105920.0,149000.0
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2020.0,2.5,25000.0,95000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.6,20939.0,57500.0
Rare,Jeddah,Ford,Automatic,Saudi,Full,2011.0,4.6,343000.0,29000.0
Charger,Dammam,Dodge,Automatic,Other,Semi Full,2018.0,3.6,89000.0,109000.0
Rare,Riyadh,Mazda,Automatic,Saudi,Standard,2015.0,1.6,200000.0,25000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,79000.0,30000.0
Sierra,Riyadh,GMC,Automatic,Other,Semi Full,2020.0,5.3,15800.0,150000.0
Rare,Dammam,Ford,Automatic,Other,Full,2016.0,3.6,131000.0,113000.0
Rare,Riyadh,Ford,Automatic,Saudi,Semi Full,2014.0,2.0,260000.0,30000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2016.0,3.8,165000.0,84000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Standard,2019.0,2.0,76000.0,56000.0
Rare,Al-Medina,Toyota,Automatic,Saudi,Full,2014.0,3.8,156000.0,73000.0
Rare,Jeddah,Rare,Automatic,Saudi,Semi Full,2017.0,3.8,240000.0,80000.0
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2017.0,3.8,48000.0,85000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016.0,3.5,93000.0,75000.0
Rare,Dammam,Nissan,Manual,Saudi,Full,2015.0,2.4,205000.0,30000.0
C,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,2016.0,2.0,100500.0,120000.0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014.0,2.4,59000.0,72000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,1.6,28000.0,54000.0
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015.0,1.7,147000.0,65000.0
Rare,Dammam,Toyota,Automatic,Saudi,Semi Full,2018.0,2.5,74000.0,79000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019.0,2.5,88000.0,70000.0
Rare,Dammam,Mercedes,Automatic,Other,Full,2017.0,2.0,92000.0,173000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,1.6,72000.0,42000.0
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018.0,2.0,99000.0,64000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,55000.0,60000.0
Rare,Dammam,Hyundai,Automatic,Saudi,Full,2018.0,2.4,74000.0,77000.0
Rare,Makkah,Toyota,Automatic,Saudi,Semi Full,2021.0,1.5,10000.0,55000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018.0,3.5,81165.0,74000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016.0,3.5,102000.0,72000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,105509.0,26000.0
Rare,Dammam,Ford,Automatic,Saudi,Standard,2014.0,3.5,201000.0,57000.0
Elantra,Al-Medina,Hyundai,Automatic,Other,Full,2016.0,1.6,87000.0,42000.0
Accord,Dammam,Honda,Automatic,Saudi,Full,2009.0,2.4,159000.0,36000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2012.0,4.8,189000.0,85000.0
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016.0,2.5,140000.0,40000.0
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2013.0,3.5,177000.0,70000.0
Rare,Dammam,Mazda,Automatic,Other,Full,2017.0,2.5,93000.0,111000.0
Rare,Riyadh,Kia,Automatic,Saudi,Semi Full,2021.0,1.6,10000.0,75000.0
Camry,Qassim,Toyota,Automatic,Other,Full,2017.0,2.5,88348.0,70000.0
Cerato,Al-Ahsa,Kia,Automatic,Saudi,Full,2015.0,2.0,104000.0,28000.0
Rare,Jazan,Mazda,Automatic,Saudi,Full,2010.0,2.3,170000.0,25000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2017.0,6.0,61339.0,155000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017.0,1.8,101000.0,30000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2020.0,1.6,46505.0,26000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2017.0,1.6,240000.0,45000.0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2016.0,2.7,70000.0,77000.0
Rare,Riyadh,Kia,Automatic,Saudi,Full,2016.0,2.4,190000.0,62000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015.0,1.4,105000.0,24000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012.0,3.5,77556.0,41500.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018.0,2.0,71000.0,65000.0
Rare,Riyadh,Rare,Automatic,Other,Full,2015.0,3.0,9400.0,110000.0
ES,Dammam,Lexus,Automatic,Saudi,Full,2013.0,1.6,263000.0,66000.0
Rare,Jubail,Kia,Automatic,Saudi,Full,2015.0,3.8,167160.0,43000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019.0,5.3,40000.0,145000.0
Rare,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009.0,5.7,293000.0,122000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016.0,1.6,76294.0,45500.0
Sierra,Qassim,GMC,Automatic,Saudi,Semi Full,2020.0,5.3,91000.0,135000.0
ES,Aseer,Lexus,Automatic,Other,Full,2016.0,1.5,100000.0,128000.0
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2014.0,2.5,163000.0,39000.0
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,1.4,50000.0,33000.0
Rare,Qassim,Rare,Automatic,Saudi,Full,2020.0,1.5,15000.0,49000.0
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2019.0,2.7,20000.0,102000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017.0,2.4,240000.0,35000.0
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014.0,2.5,117000.0,43000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017.0,3.5,56000.0,78000.0
Rare,Rare,Ford,Automatic,Saudi,Semi Full,2015.0,2.4,178000.0,30000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2020.0,1.8,11000.0,70000.0
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019.0,1.5,56991.0,33500.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2012.0,3.0,131000.0,95000.0
Rare,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016.0,4.0,243038.0,93500.0
Rare,Jeddah,Mercedes,Automatic,Gulf Arabic,Semi Full,2018.0,2.0,250000.0,105000.0
Rare,Riyadh,Mitsubishi,Automatic,Saudi,Full,2017.0,3.3,199000.0,73000.0
Rare,Jubail,Chevrolet,Automatic,Saudi,Standard,2015.0,3.6,180000.0,40000.0
Rare,Dammam,Toyota,Manual,Saudi,Standard,2016.0,2.4,205812.0,65000.0
Rare,Jeddah,Rare,Automatic,Gulf Arabic,Standard,2020.0,1.6,6400.0,42000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2010.0,1.4,147000.0,29000.0
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2011.0,6.0,233000.0,36000.0
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2014.0,3.5,211886.0,42000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.0,66000.0,58000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015.0,5.3,71000.0,125000.0
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2020.0,2.7,50000.0,83000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,131929.0,116500.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,55893.0,40500.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2019.0,1.6,52443.0,56500.0
Impala,Jeddah,Chevrolet,Automatic,Saudi,Full,2015.0,3.5,200007.0,45000.0
Taurus,Dammam,Ford,Automatic,Other,Full,2015.0,3.5,92000.0,72000.0
ES,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017.0,3.5,99000.0,129000.0
Rare,Dammam,Rare,Automatic,Other,Full,2016.0,3.7,99000.0,99000.0
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015.0,2.0,173000.0,108000.0
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016.0,4.0,67000.0,90000.0
Rare,Taef,Kia,Automatic,Saudi,Standard,2014.0,1.6,141000.0,22000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Full,2013.0,1.0,296000.0,79000.0
Rare,Dammam,Rare,Manual,Saudi,Standard,2017.0,1.6,80000.0,30000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017.0,2.5,61000.0,77000.0
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016.0,2.7,90000.0,79000.0
Rare,Riyadh,Chevrolet,Automatic,Other,Full,2017.0,2.0,81633.0,120000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,2.4,139000.0,43000.0
6,Rare,Mazda,Automatic,Saudi,Full,2016.0,2.5,117000.0,72000.0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,3.6,51000.0,62000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2016.0,1.5,139000.0,42000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,102113.0,39500.0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2018.0,2.4,130000.0,80000.0
C,Jeddah,Mercedes,Automatic,Other,Full,2016.0,2.2,95000.0,127000.0
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019.0,1.6,30799.0,45000.0
Rare,Dammam,Kia,Automatic,Saudi,Semi Full,2016.0,3.3,243000.0,46000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,134946.0,37500.0
Rare,Makkah,Ford,Manual,Other,Full,2015.0,5.0,111000.0,92999.0
Rare,Khobar,Toyota,Automatic,Saudi,Semi Full,2021.0,1.5,9000.0,59500.0
Accord,Jeddah,Honda,Automatic,Saudi,Full,2012.0,3.5,225000.0,32000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2015.0,2.4,221000.0,48000.0
Hilux,Aseer,Toyota,Manual,Saudi,Full,2018.0,2.7,48000.0,90000.0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019.0,2.0,60000.0,78000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,2.0,49000.0,55000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2016.0,2.0,42000.0,95000.0
Rare,Al-Ahsa,Kia,Automatic,Saudi,Standard,2019.0,1.6,75000.0,60000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,3.0,56000.0,77000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,2.0,190000.0,54000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Standard,2018.0,2.0,85000.0,65000.0
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2015.0,2.0,73000.0,90000.0
Yukon,Riyadh,GMC,Automatic,Gulf Arabic,Standard,2016.0,5.3,88000.0,141000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016.0,2.5,17000.0,35000.0
Innova,Jubail,Toyota,Automatic,Saudi,Full,2015.0,2.7,114000.0,49000.0
Rare,Jeddah,Kia,Automatic,Other,Standard,2017.0,1.4,147000.0,26000.0
Rare,Riyadh,Nissan,Manual,Saudi,Standard,2016.0,2.5,132714.0,41500.0
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2018.0,3.6,112000.0,67000.0
Rare,Jeddah,Lexus,Automatic,Saudi,Full,2015.0,3.5,49000.0,123000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016.0,5.3,194000.0,116000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018.0,2.7,75335.0,78000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,263000.0,48000.0
C,Jeddah,Mercedes,Automatic,Other,Full,2017.0,2.0,98000.0,148000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2009.0,1.0,327000.0,48000.0
Rare,Khobar,Rare,Automatic,Saudi,Full,2021.0,1.5,6000.0,57900.0
Rare,Jeddah,GMC,Automatic,Saudi,Semi Full,2013.0,2.4,90000.0,35000.0
Hilux,Qassim,Toyota,Manual,Saudi,Full,2015.0,2.7,328000.0,66000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012.0,3.8,85175.0,41500.0
Rare,Al-Ahsa,Ford,Automatic,Other,Standard,2016.0,3.5,183000.0,60000.0
Rare,Jeddah,Rare,Automatic,Saudi,Semi Full,2018.0,2.0,17859.0,141000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016.0,2.4,268000.0,58000.0
Corolla,Tabouk,Toyota,Automatic,Gulf Arabic,Semi Full,2015.0,2.5,96000.0,40000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.4,94000.0,58000.0
Rare,Dammam,Lexus,Automatic,Saudi,Full,2015.0,4.6,170000.0,135000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2018.0,3.5,28000.0,122000.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2018.0,2.7,88000.0,79500.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.6,16576.0,59500.0
Rare,Al-Medina,Kia,Automatic,Saudi,Standard,2017.0,1.0,141000.0,22500.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019.0,1.5,30000.0,46000.0
Rare,Dammam,Lexus,Automatic,Gulf Arabic,Full,2016.0,3.5,89000.0,128000.0
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016.0,3.6,165407.0,76500.0
Rare,Riyadh,Toyota,Automatic,Saudi,Full,2015.0,1.0,190000.0,98000.0
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014.0,2.0,120000.0,45000.0
Camry,Al-Medina,Toyota,Automatic,Gulf Arabic,Semi Full,2015.0,2.4,140000.0,45000.0
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2014.0,6.2,118000.0,100000.0
Charger,Dammam,Dodge,Automatic,Other,Full,2016.0,5.7,100000.0,109000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.0,130000.0,50000.0
Sonata,Qassim,Hyundai,Automatic,Other,Full,2017.0,2.0,42157.0,55000.0
6,Al-Medina,Mazda,Automatic,Saudi,Full,2014.0,2.5,232000.0,38000.0
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.7,57482.0,69500.0
Rare,Dammam,Chevrolet,Automatic,Other,Full,2017.0,3.6,118000.0,113000.0
Rare,Tabouk,Rare,Automatic,Gulf Arabic,Semi Full,2015.0,3.8,85343.0,81000.0
Rare,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016.0,2.5,80000.0,50000.0
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2020.0,5.3,37000.0,165000.0
Rare,Dammam,Toyota,Automatic,Saudi,Semi Full,2015.0,5.7,85000.0,125000.0
Rare,Qassim,Rare,Automatic,Other,Full,2016.0,3.6,121000.0,72000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2018.0,3.5,50000.0,85000.0
Rare,Makkah,Toyota,Automatic,Saudi,Full,2011.0,3.5,150000.0,58000.0
Accord,Al-Ahsa,Honda,Automatic,Saudi,Full,2016.0,3.5,183000.0,67000.0
Hilux,Jeddah,Toyota,Automatic,Saudi,Full,2016.0,2.8,97000.0,91000.0
Rare,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020.0,3.6,22800.0,100000.0
Sierra,Al-Ahsa,GMC,Automatic,Saudi,Standard,2011.0,5.3,272000.0,41000.0
Rare,Jubail,Kia,Automatic,Saudi,Standard,2016.0,2.4,109000.0,40000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2019.0,2.0,11000.0,109000.0
Rare,Khobar,Mercedes,Automatic,Other,Full,2012.0,4.7,188000.0,80000.0
Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019.0,3.6,76000.0,102000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016.0,1.5,166000.0,28500.0
Rare,Makkah,Toyota,Automatic,Saudi,Full,2018.0,1.8,63000.0,90000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014.0,5.3,160428.0,65000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,2.0,150000.0,40000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020.0,2.4,82000.0,88000.0
Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019.0,1.5,81000.0,95000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2018.0,2.0,51000.0,125000.0
Rare,Riyadh,Nissan,Manual,Saudi,Full,2016.0,4.8,50000.0,85000.0
Taurus,Jeddah,Ford,Automatic,Saudi,Semi Full,2019.0,2.0,89500.0,76000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Full,2014.0,4.0,25000.0,115000.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2013.0,5.5,140000.0,120000.0
Rare,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2016.0,3.5,176700.0,130000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,76000.0,37500.0
Rare,Riyadh,Ford,Automatic,Saudi,Standard,2016.0,3.5,105344.0,66500.0
Rare,Dammam,Honda,Automatic,Saudi,Semi Full,2020.0,1.6,25000.0,68000.0
Rare,Dammam,Ford,Automatic,Saudi,Standard,2012.0,4.5,220000.0,35000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.4,19717.0,41500.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Standard,2018.0,5.3,127000.0,85000.0
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2017.0,1.6,140000.0,30000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,2.5,120000.0,48000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.6,137000.0,29000.0
Tahoe,Abha,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,147000.0,120000.0
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2016.0,2.7,210800.0,62000.0
Prado,Khobar,Toyota,Automatic,Saudi,Standard,2011.0,4.0,263000.0,55000.0
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2019.0,2.4,28000.0,68000.0
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016.0,1.6,34000.0,32000.0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.6,19190.0,55000.0
Rare,Dammam,Nissan,Automatic,Saudi,Semi Full,2016.0,4.0,94000.0,125000.0
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014.0,2.7,198000.0,76000.0
Impala,Qassim,Chevrolet,Manual,Gulf Arabic,Standard,2016.0,3.0,88000.0,61000.0
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2020.0,4.0,17000.0,173000.0
Rare,Jeddah,Toyota,Manual,Saudi,Full,2016.0,4.0,26000.0,115000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019.0,1.6,59700.0,54500.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2014.0,2.0,48000.0,100000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,39750.0,40000.0
Rare,Al-Ahsa,Ford,Automatic,Saudi,Full,2014.0,3.5,186000.0,54000.0
